name,description,url,type,usage_count
Prolog Execution and Querying,Execute Prolog code and query predicates seamlessly. Enhance your applications with powerful logic programming capabilities. Simplify your development process by integrating Prolog's reasoning abilities directly into your workflows.,https://smithery.ai/server/@snoglobe/prolog_mcp,Remote,
Gemini Docs Server,Access documentation for various technologies using the Gemini API. Leverage a curated knowledge base for tailored responses to complex queries.,https://smithery.ai/server/@M-Gonzalo/cosa-sai,Remote,
JigsawStack Translation,"With our real time AI Translation, you can translate any text, conversation, or document to any language while maintaining the context, tone, and meaning with AI enabling high accuracy and reliability.

We support 180+ language pairs! Check out the list of languages we support here: https://jigsawstack.com/docs/additional-resources/languages

You can get your jigsawstack key here: https://jigsawstack.com/dashboard/",https://smithery.ai/server/@JigsawStack/translation,Remote,
Gmail MCP Server,"Send emails effortlessly through Gmail's SMTP server using AI agents. Attach files directly from your filesystem, download from URLs, or use pre-staged attachments with ease. Experience a resilient design that ensures reliable email delivery. Fetch recent emails and implement this into your workflows ( tested with discord bot integrations ).",https://smithery.ai/server/@MaitreyaM/gmail-mcp-server,Local,
Node Omnibus Server,"Streamline your Node.js development with automated project setup, component generation, and AI-powered assistance. Enhance your workflow by leveraging advanced tooling for React, Next.js, and more, all while ensuring seamless TypeScript integration. Focus on building great applications without the hassle of manual configurations and repetitive tasks.",https://smithery.ai/server/@bsmi021/mcp-node-omnibus-server,Remote,
PocketBase MCP Server,"Manage your PocketBase databases effortlessly. Perform advanced database operations, schema management, and data manipulation with ease using our comprehensive tools.",https://smithery.ai/server/@imatrixme/pocketbase-mcp-server,Local,
LGTM,Fetch random LGTM (Looks Good To Me) images for use in code reviews and developer communications. Enhance your team's collaboration by easily embedding fun and relevant images in your discussions.,https://smithery.ai/server/@dongri/mcp-server-lgtm,Remote,
Pump.fun Data Fetch Tool,Fetch and integrate data seamlessly for your applications using the Model Context Protocol. Enhance your projects with real-time data access and manipulation capabilities. Simplify your data interactions and improve efficiency with this powerful tool.,https://smithery.ai/server/@jun85664396/pump-fun-data-mcp,Remote,
MCP Server Test,this tool allow you to format your text using markdown.,https://smithery.ai/server/@barlanyado/test123,Remote,
Hacker News,"Fetch stories, comments, and user info from Hacker News.",https://smithery.ai/server/mcp-hn,Remote,
medRxiv MCP Server,"Enhance your research workflow by integrating real-time data access and processing capabilities. Utilize our server to seamlessly interact with medical research data and tools, enabling efficient analysis and insights. Streamline your projects with standardized prompts and resources tailored for the medical domain.",https://smithery.ai/server/@JackKuo666/medrxiv-mcp-server,Remote,
Snowflake Database Access Server,Enable seamless execution of SQL queries on Snowflake databases. Automatically manage database connections and handle query results and errors securely. Simplify your data operations with robust error handling and automatic connection management.,https://smithery.ai/server/@datawiz168/mcp-service-snowflake,Remote,
Email sending,Compose and send emails directly from your LLM applications. Integrate with Resend's API to streamline your email communication without manual copying and pasting.,https://smithery.ai/server/@resend/mcp-send-email,Remote,
Mapbox Server,Navigation and mapping tools using the Mapbox API.,https://smithery.ai/server/mapbox-mcp-server,Remote,
Pulse CN MCP Server,Access real-time trending content from the Chinese internet. Connect your AI models to the latest data from popular social media platforms and news sites. Stay updated with what's trending in China effortlessly.,https://smithery.ai/server/@wangtsiao/pulse-cn-mcp,Remote,
GitHub PR Comments Server,"Fetch GitHub Pull Request comments effortlessly. Retrieve structured comments, including file paths and replies, using your GitHub personal access token. Enhance your development workflow with easy access to PR discussions.",https://smithery.ai/server/@shaileshahuja/github-pr-mcp,Remote,
Scrappey MCP Server,Implement a powerful MCP server to enhance your Scrappey applications. Seamlessly integrate with external data and tools to enrich your workflows. Unlock the potential of dynamic context for your projects with ease.,https://smithery.ai/server/@pim97/mcp-server-scrappey,Remote,
GitHub Workflow Debugger,"Diagnose and fix GitHub Actions workflow failures using a structured decision tree. Fetch workflow run information, analyze failures, and receive actionable solutions to streamline your CI/CD process.",https://smithery.ai/server/@Maxteabag/githubworkflowmcp,Remote,
Kibela Integration Server,Integrate with Kibela to search and fetch notes seamlessly.,https://smithery.ai/server/@kj455/mcp-kibela,Remote,
AniList MCP Server,"Access and interact with anime and manga data seamlessly. Retrieve detailed information about your favorite shows, characters, and user profiles with ease. Enhance your LLM applications with rich anime and manga content from AniList.",https://smithery.ai/server/@yuna0x0/anilist-mcp,Remote,
Human Loop Server,"Manage human-agent collaboration efficiently by determining when human intervention is necessary in AI operations. Utilize a sequential scoring system to evaluate requests across multiple dimensions, ensuring that only truly complex or sensitive cases reach human operators. Enhance decision-making transparency and system learning through tracked outcomes and adjustable thresholds.",https://smithery.ai/server/@boorich/mcp-human-loop,Remote,
HubSpot MCP Server,"Interact seamlessly with HubSpot CRM to manage your Note engagements. Create, update, delete, and fetch summary records effortlessly, enhancing your workflow and productivity. Streamline your communication by sending records via chat or email directly from the server.",https://smithery.ai/server/@KaranThink41/hubspot_private_app,Remote,
DynamoDB Server,Manage Amazon DynamoDB resources with table and capacity management tools.,https://smithery.ai/server/@imankamyabi/dynamodb-mcp-server,Remote,
HubSpot MCP Server,"Interact seamlessly with HubSpot CRM to manage your Note engagements. Create, update, delete, and fetch summary records effortlessly, enhancing your workflow and productivity. Streamline your communication by sending records via chat or email directly from the server.",https://smithery.ai/server/@KaranThink41/hubspot_private_app,Remote,
Google Chat MCP Server,"Post messages to Google Chat spaces effortlessly using webhooks. Integrate seamlessly without the need for OAuth setup, making it simple and secure. Enhance your MCP-compatible tools with this easy-to-use server for Google Chat.",https://smithery.ai/server/@KaranThink41/gchat_post_text_message,Remote,
Weather,Provide real-time weather updates and forecasts to enhance your applications. Integrate weather data seamlessly and keep your users informed about current conditions and future forecasts.,https://smithery.ai/server/@meowhuman/weather,Remote,
Gmail MCP,"Manage your emails effortlessly with 60+ tools for drafting, sending, retrieving, and organizing messages. Streamline your email workflow with complete Gmail API coverage, including label and thread management.",https://smithery.ai/server/@shinzo-labs/gmail-mcp,Remote,
Handwriting OCR,"Integrate your applications with the Handwriting OCR service to effortlessly upload documents, check their processing status, and retrieve OCR results in Markdown format. Enhance your workflows by automating text extraction from images and PDFs with ease.",https://smithery.ai/server/@Handwriting-OCR/handwriting-ocr-mcp-server,Remote,
