url,name,description
,Beyond MCP Server,Access social platform data and onchain data seamlessly. Integrate multiple social media platforms with ease and extend functionality as needed. Optimize your LLM interactions with well-formatted context and flexible transport options.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,Cal Server,"Evaluate mathematical expressions efficiently and accurately. Input your expressions and receive instant results, leveraging built-in constants like PI and E. Perfect for quick calculations and mathematical evaluations in a lightweight service."
,,
,Image Extractor,MCP server for extracting and converting images to base64 for LLM analysis.
,,
,Amazon Selling Partner API Integration Server,"Manage your Amazon seller account effortlessly. Create reports, update prices, and get inventory summaries with seamless integration to the Amazon Selling Partner API. Streamline your operations and enhance your selling experience on Amazon."
,,
,Reference Servers,"Showcase the versatility of Large Language Models by providing secure, controlled access to various tools and data sources. Leverage a collection of reference implementations to enhance your applications with powerful integrations. Start building your own MCP servers with ease using our comprehensive resources and community support."
,,
,Singapore LTA MCP Server,"Access real-time transportation information for Singapore. Get bus arrivals, traffic conditions, and train service updates seamlessly."
,,
,Memory Box MCP Server,"Save, search, and format memories with semantic understanding. Enhance your memory management by leveraging advanced semantic search capabilities directly from Cline. Organize and retrieve your memories efficiently with structured formatting and detailed context."
,,
,Clickzetta Server,Enable seamless database interactions and insights analysis with SQL queries. Run complex queries and manage data efficiently while gaining valuable insights through a dynamic memo resource. Enhance your data-driven applications with powerful tools for querying and analysis.
,,
,Compress Files,"Provides file compression and decompression services, supporting multiple formats such as gzip, tar.gz, ZIP, and 7z. Simplifies file processing workflows through standardized interfaces, ensuring security and efficiency."
,,
,Flightradar24 Server,Track flights in real-time using Flightradar24 data. Perfect for aviation enthusiasts or travel planners.
,,
,GitLab Merge Request Integration,"Interact seamlessly with GitLab repositories to manage merge requests and issues. Fetch details, add comments, and streamline your code review process with ease."
,,
,Logo MCP,Get logos for most companies like Google.com and Apple.com in various styles. No API key required.
,,
,Oura API Integration Server,"Access sleep, readiness, and resilience data from the Oura API."
,,
,SWAPI Server,"Provide seamless access to Star Wars API data for your applications. Fetch, manipulate, and integrate Star Wars universe information effortlessly. Enhance your projects with rich, structured data from the iconic franchise."
,,
,Desktop Commander,Execute terminal commands and manage processes seamlessly on your computer. Enhance your coding workflow with advanced file editing capabilities and real-time output streaming. Simplify your development tasks with powerful command execution and file manipulation tools.
,,
,Hive MCP Server,"Connect AI assistants to the Hive blockchain. Fetch account details, retrieve posts, vote on content, and send tokens securely. Enhance your AI's capabilities with blockchain interactions and cryptographic functions."
,,
,Twitter Interaction Server,"Enable your AI models to seamlessly interact with Twitter. Create posts, follow users, and retrieve tweets effortlessly through a standardized API. Enhance your applications with powerful Twitter functionalities at your fingertips."
,,
,OpenAI Agent Library,Enhance your applications with powerful language model capabilities. Integrate seamlessly with external data and tools to create intelligent agents that can perform complex tasks. Empower your projects with dynamic interactions and real-world data manipulation.
,,
,LinkedIn Digital Intelligence Server,"Interact with LinkedIn's Digital Intelligence services to create and analyze reports, gain insights, and receive typeahead suggestions. Leverage this server to enhance your LinkedIn data analysis capabilities securely and efficiently."
,,
,Todoist MCP Server,"Integrate your AI assistants with Todoist for seamless task management. Manage tasks, projects, comments, and labels using natural language commands. Enhance your productivity by interacting with Todoist through conversational AI."
,,
,Zotero MCP,"Connect your Zotero research library with AI assistants to discuss papers, get summaries, and analyze citations. Enhance your research workflow by seamlessly integrating your library with Claude and other tools."
