search_query,name,description,url,type,usage_count
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,ZenML MCP Server,"Connect your AI applications to ZenML's powerful ML and AI pipeline management. Access live information about users, pipelines, and artifacts, and trigger new pipeline runs seamlessly. Enhance your AI workflows with standardized data interactions and tools.",https://smithery.ai/server/@zenml-io/mcp-zenml,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,ZenMind AI Server,Enhance your applications with intelligent data processing and real-time insights. Leverage advanced AI capabilities to interact with your data seamlessly and efficiently. Transform your workflows by integrating powerful tools and resources at your fingertips.,https://smithery.ai/server/@zenmindai/workingrepo,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP atubini,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@alessandrotubini/mcp-atubini,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Aigarlic,"Enhance your applications with powerful AI capabilities. Integrate seamlessly with external data and tools to create dynamic, context-aware interactions. Empower your agents to perform complex tasks effortlessly and securely.",https://smithery.ai/server/@mog-/aigarlic,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Zhike,Enhance your applications with dynamic data integration and tool invocation capabilities.,https://smithery.ai/server/@likeyouwang/zhike,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Chronulus AI Forecasting & Prediction Agents,Engage with advanced forecasting and prediction capabilities seamlessly. Utilize the power of AI to enhance your decision-making processes with real-time insights and predictions. Experience a user-friendly interface that integrates effortlessly with your existing workflows.,https://smithery.ai/server/@ChronulusAI/chronulus-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,JIRA Integration Server,"Integrate JIRA with your Cursor IDE to streamline issue management. Fetch, search, and filter JIRA issues effortlessly using JQL, while enjoying detailed error handling and logging. Enhance your productivity by customizing your view of JIRA data directly within your development environment.",https://smithery.ai/server/@klauseduard/vibe-coded-jira-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,SourceSync.ai MCP Server,"Integrate your AI models with SourceSync.ai's knowledge management platform. Seamlessly ingest, manage, and search your documents and data from various sources. Enhance your AI capabilities with a standardized interface for knowledge retrieval and updates.",https://smithery.ai/server/@scmdr/sourcesyncai-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,test-mcp-server-1,Test the Model Context Protocol server capabilities.,https://smithery.ai/server/@fuddyduddy/test-mcp-server-1,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,TEN Agent,Integrate multimodal capabilities with real-time features.,https://smithery.ai/server/@1313057/smithery,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenAI WebSearch Server,"Enable your AI assistants to access real-time web search capabilities during conversations. This server enhances the assistant's knowledge with up-to-date information, ensuring users receive accurate and relevant responses. Easily install and configure it for use with popular applications like Claude.app or Zed editor.",https://smithery.ai/server/@ConechoAI/openai-websearch-mcp,Local,
